,name,dataset,model,pooling,N,max_length,layer,anisotropy,inference_time,cased,no_stop
6,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,6,0.3888268592357635,0.06767259931564333,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,7,0.3691194967404008,0.06767259931564333,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,8,0.35727320741862056,0.06767259931564333,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,9,0.4198409207239747,0.06767259931564333,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,10,0.4666278921067714,0.06767259931564333,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,11,0.5735490772034972,0.06767259931564333,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP,1000,32,12,0.386569102011621,0.06767259931564333,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,0,0.08278599816618952,0.05981831955909728,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,1,0.1572975492067635,0.05981831955909728,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,2,0.2148865665718913,0.05981831955909728,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,3,0.2290681246519089,0.05981831955909728,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,4,0.2762189079746604,0.05981831955909728,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,5,0.3427278676331043,0.05981831955909728,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,6,0.3848676768243313,0.05981831955909728,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,7,0.35561842092871665,0.05981831955909728,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,8,0.35358929747343065,0.05981831955909728,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,9,0.4106263689622283,0.05981831955909728,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,10,0.4747348868995905,0.05981831955909728,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,11,0.5476964390464127,0.05981831955909728,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|none_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_CLS,1000,32,12,0.4074747844338417,0.05981831955909728,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,0,0.08858710094966409,0.06814073944091797,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,1,0.15650207086652518,0.06814073944091797,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,2,0.21941632977873088,0.06814073944091797,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,3,0.2284942263439297,0.06814073944091797,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,4,0.2811223370432854,0.06814073944091797,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,5,0.34613773027062417,0.06814073944091797,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,6,0.38101277574896814,0.06814073944091797,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,7,0.3487755507975817,0.06814073944091797,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,8,0.361464347705245,0.06814073944091797,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,9,0.41387108750641344,0.06814073944091797,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,10,0.4800070025324821,0.06814073944091797,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,11,0.5466042918115854,0.06814073944091797,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|none_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,none_no_SEP_no_CLS,1000,32,12,0.4106884586773813,0.06814073944091797,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,0,0.6073099242150783,0.07008804726600648,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,1,0.7149099697768688,0.07008804726600648,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,2,0.7722900677323341,0.07008804726600648,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,3,0.7872323588728904,0.07008804726600648,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,4,0.827847226202488,0.07008804726600648,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,5,0.84129846149683,0.07008804726600648,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,6,0.8494652752876282,0.07008804726600648,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,7,0.8398321202993393,0.07008804726600648,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,8,0.8246445385813713,0.07008804726600648,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,9,0.8474595427513123,0.07008804726600648,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,10,0.8535956910848618,0.07008804726600648,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,11,0.8930008752942086,0.07008804726600648,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|avg|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg,1000,32,12,0.7562500072121621,0.07008804726600648,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,0,0.6072325520515441,0.05360199093818665,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,1,0.7148344579041004,0.05360199093818665,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,2,0.7722385370731354,0.05360199093818665,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,3,0.7871941369175911,0.05360199093818665,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,4,0.8278181945085525,0.05360199093818665,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,5,0.8412797546982765,0.05360199093818665,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,6,0.8494526105523109,0.05360199093818665,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,7,0.8398183121681213,0.05360199093818665,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,8,0.8246325742006302,0.05360199093818665,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,9,0.8474450489282608,0.05360199093818665,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,10,0.8535862242579461,0.05360199093818665,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,11,0.8929998717308044,0.05360199093818665,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP,1000,32,12,0.7562606109678746,0.05360199093818665,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,0,0.5920967386960984,0.05809312653541565,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,1,0.6879645093977451,0.05809312653541565,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,2,0.7455572322905064,0.05809312653541565,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,3,0.7619774397611618,0.05809312653541565,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,4,0.8062074011266231,0.05809312653541565,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,5,0.8231570886969566,0.05809312653541565,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,6,0.8335194520950318,0.05809312653541565,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,7,0.8230109475255013,0.05809312653541565,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,8,0.8078063084483147,0.05809312653541565,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,9,0.8325692824721337,0.05809312653541565,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,10,0.8415931633114815,0.05809312653541565,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,11,0.8869006254076958,0.05809312653541565,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_CLS,1000,32,12,0.7539421755373478,0.05809312653541565,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,0,0.5920399661809206,0.0681446762084961,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,1,0.6878917027413846,0.0681446762084961,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,2,0.7455056794583798,0.0681446762084961,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,3,0.7619383908510208,0.0681446762084961,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,4,0.8061774324774742,0.0681446762084961,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,5,0.8231377333402634,0.0681446762084961,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,6,0.8335062699317932,0.0681446762084961,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,7,0.8229966878890991,0.0681446762084961,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,8,0.8077938120365142,0.0681446762084961,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,9,0.8325537913441658,0.0681446762084961,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,10,0.8415829361081123,0.0681446762084961,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,11,0.8868995856046676,0.0681446762084961,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|avg_no_SEP_no_CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,avg_no_SEP_no_CLS,1000,32,12,0.7539480324387551,0.0681446762084961,False,False
0,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,0,0.3022016097940505,0.06529407620429993,False,False
1,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,1,0.39214718040823937,0.06529407620429993,False,False
2,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,2,0.4367643870711327,0.06529407620429993,False,False
3,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,3,0.4510055359750986,0.06529407620429993,False,False
4,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,4,0.4924276796877384,0.06529407620429993,False,False
5,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,5,0.56024290651083,0.06529407620429993,False,False
6,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,6,0.5925887803733348,0.06529407620429993,False,False
7,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,7,0.6138698939681053,0.06529407620429993,False,False
8,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,8,0.603862009614706,0.06529407620429993,False,False
9,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,9,0.6318634639978409,0.06529407620429993,False,False
10,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,10,0.6742241710424424,0.06529407620429993,False,False
11,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,11,0.7535941562354564,0.06529407620429993,False,False
12,wiki1m_for_simcse_shuf|bert-base-cased|CLS|1000|32,wiki1m_for_simcse_shuf,bert-base-cased,CLS,1000,32,12,0.8127698909640312,0.06529407620429993,False,False
0,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,0,0.07808409293941078,0.0546429238319397,False,False
1,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,1,0.15662560928612948,0.0546429238319397,False,False
2,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,2,0.20338065961003304,0.0546429238319397,False,False
3,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,3,0.1844196333363652,0.0546429238319397,False,False
4,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,4,0.2186782254204154,0.0546429238319397,False,False
5,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,5,0.2338351427614689,0.0546429238319397,False,False
6,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,6,0.22352804639935486,0.0546429238319397,False,False
7,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,7,0.2125114096477628,0.0546429238319397,False,False
8,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,8,0.21972240064293147,0.0546429238319397,False,False
9,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,9,0.1993035033121705,0.0546429238319397,False,False
10,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,10,0.1978635894432664,0.0546429238319397,False,False
11,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,11,0.2068847682029009,0.0546429238319397,False,False
12,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none,1000,32,12,0.16255073834210634,0.0546429238319397,False,False
0,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,0,0.08342486553948038,0.057312390089035034,False,False
1,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,1,0.1433752599209547,0.057312390089035034,False,False
2,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,2,0.2044395407997072,0.057312390089035034,False,False
3,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,3,0.1859685223847628,0.057312390089035034,False,False
4,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,4,0.2272082932554185,0.057312390089035034,False,False
5,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,5,0.2425201246701181,0.057312390089035034,False,False
6,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,6,0.21655120269209147,0.057312390089035034,False,False
7,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,7,0.21560349030420184,0.057312390089035034,False,False
8,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,8,0.21639894586801528,0.057312390089035034,False,False
9,wiki1m_for_simcse_shuf|unsup-simcse-bert-base-uncased|none_no_SEP|1000|32,wiki1m_for_simcse_shuf,unsup-simcse-bert-base-uncased,none_no_SEP,1000,32,9,0.1972293491140008,0.057312390089035034,False,False
